título,organismo,creado,actualizado,sector,idioma,coberturageográfica,frecuenciadeactualización,urldocumentacion,urlnormativa,descargas,visitas,clasificación,url
Ejecución Presupuestal de Gastos de Deuda de la Alcaldía de Santiago de Cali,Departamento Administrativo de Hacienda Municipal,2020-08-26T20:55:34.591785,2021-07-29T16:11:11.276137,Hacienda y Crédito Público,Español,Local,No aplica,No aplica,No aplica,48,44,5,http://datos.cali.gov.co/dataset/ejecucion-presupuestal-de-gastos-de-deuda-de-la-alcaldia-de-santiago-de-cali
Ejecución Presupuestal de Gastos por Organismos de la Alcaldía de Santiago de Cali,Departamento Administrativo de Hacienda Municipal,2020-08-26T20:24:20.720131,2021-07-28T20:12:57.296453,Agricultura y desarrollo Rural,Español,Local,No aplica,No aplica,No aplica,47,56,5,http://datos.cali.gov.co/dataset/ejecucion-presupuestal-de-gastos-por-organismos-de-la-alcaldia-de-santiago-de-cali
Información de Predios del Municipio de Santiago de Cali,Departamento Administrativo de Hacienda Municipal,2019-05-01T02:03:52.356035,2021-07-28T16:46:24.533804,Ordenamiento Territorial,Español,Municipal/Distrital,Anual,No aplica,No aplica,140,265,2,http://datos.cali.gov.co/dataset/informacion_predios_municipio_cali
Ejecución Presupuestal de Gastos de Inversión en la Alcaldía de Santiago de Cali,Departamento Administrativo de Hacienda Municipal,2020-08-26T20:31:47.901281,2021-07-28T14:29:06.776873,Agricultura y desarrollo Rural,Español,Local,No aplica,No aplica,No aplica,41,62,4,http://datos.cali.gov.co/dataset/ejecucion-presupuestal-de-gastos-de-inversion-en-la-alcaldia-de-santiago-de-cali
Violencia familiar según edad de la víctima género masculino en Santiago de Cali,Secretaría de Salud Pública,2018-10-31T15:19:01.658644,2021-07-27T21:04:58.387542,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,38,82,4.5,http://datos.cali.gov.co/dataset/violencia-familiar-segun-edad-de-la-victima-genero-masculino-en-santiago-de-cali
Violencia familiar según edad de la víctima género femenino en Santiago de Cali,Secretaría de Salud Pública,2018-10-31T15:17:05.914794,2021-07-27T20:54:51.113984,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,63,110,5,http://datos.cali.gov.co/dataset/violencia-familiar-segun-edad-de-la-victima-genero-femenino-en-santiago-de-cali
Intentos de suicidio por edad género masculino en Santiago de Cali,Secretaría de Salud Pública,2020-08-21T18:03:56.693954,2021-07-27T20:00:39.718073,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,21,40,3,http://datos.cali.gov.co/dataset/intentos-de-suicidio-por-edad-genero-masculino-en-santiago-de-cali
Intentos de suicidio por edad género Femenino en Santiago de Cali,Secretaría de Salud Pública,2020-08-21T18:14:41.573205,2021-07-27T19:56:09.425895,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,26,40,4.5,http://datos.cali.gov.co/dataset/intentos-de-suicidio-por-edad-genero-femenino-en-santiago-de-cali
Intento de suicidio por comuna en Santiago de Cali,Secretaría de Salud Pública,2020-08-21T17:36:26.911633,2021-07-27T19:45:30.790378,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,51,53,3.5,http://datos.cali.gov.co/dataset/intento-de-suicidio-por-comuna-en-santiago-de-cali
Violencia sexual según comuna del hecho en Santiago de Cali,Secretaría de Salud Pública,2018-10-31T15:14:23.853221,2021-07-27T16:18:13.695669,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,79,144,5,http://datos.cali.gov.co/dataset/violencia-sexual-segun-comuna-del-hecho-en-santiago-de-cali
Violencia familiar según comuna del hecho en Santiago de Cali,Secretaría de Salud Pública,2018-10-31T15:12:40.922943,2021-07-27T16:11:36.679982,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,73,108,4,http://datos.cali.gov.co/dataset/violencia-familiar-segun-comuna-del-hecho-en-santiago-de-cali
Instancias de participación ciudadana de Santiago de Cali,Secretaría de Desarrollo Territorial y Participación Ciudadana,2018-10-30T20:47:02.482225,2021-07-26T13:55:33.937823,No Aplica,Español,Municipal,Anual,No aplica,No aplica,85,176,3.5,http://datos.cali.gov.co/dataset/instancias-de-participacio-n-ciudadana-de-santiago-de-cali
Inspecciones de policía urbana de categoría especial y comisarías de familia en Cali,Secretaría de Seguridad y Justicia,2018-11-30T20:18:52.944545,2021-07-22T20:09:48.206746,Seguridad y Justicia/ Paz /Cultura Ciudadana,Español,Municipal/Distrital,Anual,No aplica,No aplica,196,174,4,http://datos.cali.gov.co/dataset/inspecciones-de-policia-de-comision-civil-superior-y-comisarias-de-familia-2020
Bienes Inmuebles propiedad del Distrito Especial de Santiago de Cali entregados a terceros,Unidad Administrativa Especial de Gestión de Bienes y Servicios,2019-04-03T19:39:02.839145,2021-07-22T17:00:19.183459,Inclusión Social y Reconciliación,Español,Municipal/Distrital,Anual,https://www.datos.gov.co/Vivienda-Ciudad-y-Territorio/Bienes-Inmuebles-Propiedad-del-Municipio-de-Santia/ivku-9e25,No aplica,14,62,3,http://datos.cali.gov.co/dataset/bienes-entregados-terceros-cali
Áreas de cesión (zonas verdes) entregadas al Distrito Especial de Santiago de Cali,Unidad Administrativa Especial de Gestión de Bienes y Servicios,2021-07-15T14:39:36.861784,2021-07-22T16:47:38.676770,Vivienda y Hábitat,Español,Local,Semestral,No aplica,No aplica,18,33,5,http://datos.cali.gov.co/dataset/areas-de-cesion-zonas-verdes-entregadas-al-distrito-especial-de-santiago-de-cali
Terrenos o predios propiedad del Distrito Especial de Santiago de Cali,Unidad Administrativa Especial de Gestión de Bienes y Servicios,2021-07-15T16:07:04.463083,2021-07-22T16:46:29.596177,Gestión Pública/Administrativa,Español,Local,Anual,No aplica,No aplica,11,39,5,http://datos.cali.gov.co/dataset/terrenos-o-predios-propiedad-del-distrito-especial-de-santiago-de-cali
Consumo de servicios públicos de la Unidad Central del Distrito Especial de Santiago de Cali,Unidad Administrativa Especial de Gestión de Bienes y Servicios,2020-08-28T16:47:37.327793,2021-07-22T16:41:01.601218,Gastos Gubernamentales,Español,Local,Semestral,No aplica,No aplica,12,30,5,http://datos.cali.gov.co/dataset/consumo-de-servicios-publicos-de-la-unidad-central-del-distrito-de-santiago-de-cali
Consumo de servicios públicos de las Instituciones Educativas Públicas del Distrito,Unidad Administrativa Especial de Gestión de Bienes y Servicios,2021-03-03T20:42:54.883961,2021-07-21T20:03:40.736637,Gestión Pública/Administrativa,Español,Local,Semestral,No aplica,No aplica,3,20,4,http://datos.cali.gov.co/dataset/consumo-servicios-publicos-instituciones-educativas-publicas-del-distrito
Ejecución presupuestal de gastos para la atención de la emergencia sanitaria por Covid-19,Departamento Administrativo de Hacienda Municipal,2020-12-14T23:16:59.858612,2021-07-16T21:05:34.193880,Hacienda y Crédito Público,Español,Local,No aplica,No aplica,No aplica,35,68,3,http://datos.cali.gov.co/dataset/ejecucion-presupuestal-gastos-por-covid-19
Base de datos trámites y servicios de la Alcaldía de Cali,Departamento Administrativo de Desarrollo e Innovación Institucional,2018-10-28T18:55:28.485173,2021-07-07T22:19:17.250864,"Económica, Industria y Comercio",Español,Local,Anual,No aplica,No aplica,61,731,3,http://datos.cali.gov.co/dataset/base-de-datos-tramites-y-servicios
Contratos de prestación de servicios del Organismo,Departamento Administrativo de Desarrollo e Innovación Institucional,2018-10-28T18:57:08.425567,2021-07-07T20:38:35.309880,Gestión Pública/Administrativa,Español,Local,Semestral,No aplica,No aplica,73,153,4,http://datos.cali.gov.co/dataset/contratos-de-prestacion-de-servicios
Base de datos profesionales por nivel de la Alcaldía de Cali,Departamento Administrativo de Desarrollo e Innovación Institucional,2018-10-28T18:53:10.923075,2021-07-07T19:47:18.259474,Social / Población,Español,Municipal/Distrital,Semestral,No aplica,No aplica,151,382,5,http://datos.cali.gov.co/dataset/base-de-datos-profesionales-por-nivel
Índice sintético de calidad educativa de las Instituciones Educativas No Oficiales de Cali,Secretaría de Educación,2018-10-30T21:22:16.905733,2021-07-07T14:23:35.469265,Educación,Español,Municipal/Distrital,No aplica,No aplica,No aplica,41,119,3.5,http://datos.cali.gov.co/dataset/indice-sintetico-de-calidad-educativa-instituciones-no-oficiales-cali
Índice sintético de calidad educativa de las Instituciones Educativas Oficiales de Cali,Secretaría de Educación,2019-12-11T22:14:08.578931,2021-07-07T14:19:37.682217,Educación,Español,Municipal/Distrital,No aplica,No aplica,No aplica,72,131,3,http://datos.cali.gov.co/dataset/indice-sintetico-de-calidad-educativa-instituciones-oficiales
Número de correos electrónicos creados para las Instituciones Educativas Oficiales de Cali,Secretaría de Educación,2020-12-22T13:52:37.494811,2021-07-06T22:06:51.722328,Educación,Español,Municipal/Distrital,Semestral,No aplica,No aplica,55,126,3.5,http://datos.cali.gov.co/dataset/numero-de-correos-electronicos-creados-para-las-instituciones-educativas-oficiales-de-cali
Auditorías realizadas Controlaría General del Distrito Especial Santiago de Cali y Controlaría General de la república vigencia 2020,Departamento Administrativo de Control Interno,2018-10-28T18:51:37.520884,2021-07-01T22:14:59.107095,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,76,158,5,http://datos.cali.gov.co/dataset/auditorias-contraloria-general-de-santiago-cali-contraloria-general-republica-vigencia-2017
Póliza de accidentes personales,Unidad Administrativa Especial de Gestión de Bienes y Servicios,2019-12-09T14:42:07.807925,2021-06-29T17:22:16.071852,Gestión Pública/Administrativa,Español,Local,Anual,https://www.datos.gov.co/Educaci-n/P-liza-accidentes-personales-estudiantiles-consoli/gmxk-pqin,No aplica,5,18,5,http://datos.cali.gov.co/dataset/poliza-accidentes-personales
Registro anual de dosis aplicadas  - programa ampliado de inmunización - PAI,Secretaría de Salud Pública,2020-12-22T20:59:14.251625,2021-06-29T15:17:13.538365,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,7,17,4,http://datos.cali.gov.co/dataset/registro-anual-de-dosis-aplicadas-programa-ampliado-de-inmunizacion-pai
Registro anual de vacunación NO PAI,Secretaría de Salud Pública,2020-12-22T22:15:20.998418,2021-06-29T15:14:25.631826,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,6,12,4,http://datos.cali.gov.co/dataset/registro-anual-de-vacunacion-no-pai
Recién Nacidos en Santiago de Cali,Secretaría de Salud Pública,2019-12-23T17:14:27.384962,2021-06-28T20:50:24.876465,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,72,91,3.5,http://datos.cali.gov.co/dataset/recien-nacidos-en-santiago-de-cali
Entidades vacunadoras privadas de Santiago de Cali,Secretaría de Salud Pública,2018-10-31T15:10:51.847854,2021-06-28T20:05:57.899189,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,43,91,5,http://datos.cali.gov.co/dataset/base-de-datos-de-entidades-vacunadoras-privadas-de-santiago-de-cali
Entidades vacunadoras públicas de Santiago de Cali,Secretaría de Salud Pública,2018-10-31T15:08:14.778906,2021-06-28T19:58:06.661553,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,51,131,4,http://datos.cali.gov.co/dataset/base-de-datos-de-entidades-vacunadoras-publicas-de-santiago-de-cali
"Mortalidad por género, según grupos de edad en Santiago de Cali.",Secretaría de Salud Pública,2019-03-26T14:35:50.356403,2021-06-28T14:51:42.887409,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,74,127,3,http://datos.cali.gov.co/dataset/mortalidad-por-genero-segun-grupos-de-edad-en-santiago-de-cali
Vacunación antirrábica canina en Santiago de Cali.,Secretaría de Salud Pública,2018-10-31T15:42:28.819683,2021-06-22T19:30:45.274530,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,72,112,3.6700001,http://datos.cali.gov.co/dataset/vacunacion-antirrabica-canina
Vacunación antirrábica felinos en Santiago de Cali,Secretaría de Salud Pública,2018-10-31T15:45:11.510259,2021-06-22T19:26:37.935703,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,73,77,3,http://datos.cali.gov.co/dataset/vacunacion-antirrabica-felinos
Población beneficiada en el proceso de fortalecimiento de habilidades para tramitar conflictos pacíficamente mediante los Lab. de Paz Cali,Secretaría de Paz y Cultura ciudadana,2020-12-09T15:14:45.385897,2021-06-17T17:28:43.637313,Social / Población,Español,Municipal/Distrital,Semestral,No aplica,No aplica,26,63,5,http://datos.cali.gov.co/dataset/poblacion-beneficiada-fortalecimiento-habilidades-tramitar-conflictos-pacificamente-laboratorios-paz
Ganadores Teatriños 2020,Unidad Administrativa Especial Teatro Municipal,2020-12-15T04:08:32.816656,2021-06-09T22:32:59.412410,Cultura,Español,Local,Anual,No aplica,No aplica,18,29,5,http://datos.cali.gov.co/dataset/inscripciones-teatrinos-2020
Ganadores Intercolegiado 2020,Unidad Administrativa Especial Teatro Municipal,2020-12-15T04:01:55.841656,2021-06-09T22:29:45.108774,Cultura,Español,Local,Anual,No aplica,No aplica,17,19,2,http://datos.cali.gov.co/dataset/ganadores-intercolegiado-2020
Jueces de paz 2017 - 2022 de la ciudad de Santiago de Cali,Secretaría de Paz y Cultura ciudadana,2018-10-31T15:02:03.084733,2021-06-08T21:11:22.137648,Seguridad y Justicia/ Paz /Cultura Ciudadana,Español,Municipal/Distrital,Semestral,No aplica,No aplica,2062,5335,5,http://datos.cali.gov.co/dataset/jueces-de-paz-2017-2022
Establecimientos de concentración masiva con tanque de almacenamiento de agua funcionando en condiciones sanitarias en la ciudad de Cali.,Secretaría de Salud Pública,2018-10-31T15:29:41.909484,2021-05-31T19:54:50.189188,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,30,87,3.5,http://datos.cali.gov.co/dataset/concentracion-masiva-tanque-almacenamiento-agua-funcionando-ciudad-cali
Establecimientos del sector gastronómico cumpliendo las normas sanitarias en la ciudad de Cali.,Secretaría de Salud Pública,2019-03-26T14:44:11.386059,2021-05-31T19:50:56.410679,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,36,63,5,http://datos.cali.gov.co/dataset/establecimientos-del-sector-gastronomico-cumpliendo-las-normas-sanitarias
Establecimientos de concentración masiva de público que cumplen normatividad sanitaria vigente aplicada a piscinas en la ciudad de Cali.,Secretaría de Salud Pública,2018-10-31T15:32:59.788987,2021-05-31T19:30:09.963662,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,24,59,4,http://datos.cali.gov.co/dataset/concentracion-masiva-cumplen-normatividad-sanitaria-vigente-aplicada-a-piscinas-ciudad-cali
Establecimientos expendedores de alimentos de mayor y menor riesgo cumpliendo las normas sanitarias en la ciudad de Cali.,Secretaría de Salud Pública,2019-03-26T14:59:18.233318,2021-05-31T17:08:42.905699,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,33,59,5,http://datos.cali.gov.co/dataset/establecimientos-expendedores-de-alimentos-cumpliendo-las-normas-sanitarias
Matriculas de las Instituciones Educativas no oficiales de Cali,Secretaría de Educación,2019-06-25T15:38:05.117040,2021-05-27T21:37:01.032164,Educación,Español,Municipal/Distrital,Anual,No aplica,No aplica,162,286,4,http://datos.cali.gov.co/dataset/matriculas-de-las-instituciones-educativas-no-oficiales-cali
Matrícula de las Instituciones Educativas Oficiales de Cali,Secretaría de Educación,2019-10-11T20:52:18.545764,2021-05-27T20:45:25.155779,Educación,Español,Municipal/Distrital,Anual,No aplica,No aplica,166,299,4.6700001,http://datos.cali.gov.co/dataset/matriculas-instituciones-educativas-oficiales
Establecimientos nocturnos de Santiago de Cali,Secretaría de Turismo,2019-06-28T20:00:07.359879,2021-05-27T20:22:40.251797,Turismo,Español,Local,Anual,www.cali.gov.co/turismo,www.cali.gov.co/turismo,38,84,1,http://datos.cali.gov.co/dataset/establecimientos-nocturnos-de-cali
Sitios turísticos de Santiago de Cali,Secretaría de Turismo,2019-04-29T21:08:57.740919,2021-05-27T20:21:16.090409,Turismo,Español,Local,No aplica,www.cali.gov.co/turismo,www.cali.gov.co/turismo,48,85,3,http://datos.cali.gov.co/dataset/sitios-turisticos-de-santiago-de-cali
Directorio de Sedes Educativas Oficiales de Cali,Secretaría de Educación,2020-12-10T19:10:11.798795,2021-05-26T20:45:14.174747,Educación,Español,Municipal/Distrital,Anual,No aplica,No aplica,75,168,4.5,http://datos.cali.gov.co/dataset/directorio-de-sedes-educativas-oficiales-de-cali
Directorio de Instituciones educativas oficiales de Santiago de Cali,Secretaría de Educación,2018-10-30T21:20:56.991585,2021-05-26T15:21:03.048072,Educación,Español,Municipal/Distrital,Anual,No aplica,No aplica,377,443,5,http://datos.cali.gov.co/dataset/directorio-instituciones-educativas-oficiales-de-santiago-de-cali
Servicios de Salud habilitados en Santiago de Cali,Secretaría de Salud Pública,2020-12-29T11:51:49.434666,2021-05-25T22:47:54.471201,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,23,29,3,http://datos.cali.gov.co/dataset/servicios-de-salud-habilitados-en-santiago-de-cali
Directorio de Red de prestadores de servicios de salud,Secretaría de Salud Pública,2020-12-28T22:07:38.422899,2021-05-25T22:41:38.061658,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,21,40,3.5,http://datos.cali.gov.co/dataset/directorio-de-red-de-prestadores-de-servicios-de-salud
Capacidad instalada de la red de prestación de servicios habilitada,Secretaría de Salud Pública,2020-12-22T22:33:38.425248,2021-05-25T22:27:45.370116,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,23,28,4.5,http://datos.cali.gov.co/dataset/capacidad-instalada-de-la-red-de-prestacion-de-servicios-habilitada
Afiliados al régimen contributivo género masculino por grupos de edad,Secretaría de Salud Pública,2019-05-31T17:00:06.742129,2021-05-25T22:09:52.767048,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,38,55,4.5,http://datos.cali.gov.co/dataset/afiliados-al-regimen-contributivo-genero-masculino-por-grupos-de-edad
Resultados ganadores Intercolegiado de Teatro y Artes Escénicas,Unidad Administrativa Especial Teatro Municipal,2020-11-09T04:28:01.466175,2021-05-25T19:10:42.200509,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,19,27,1,http://datos.cali.gov.co/dataset/resultados-ganadores-intercolegiado-de-teatro-y-artes-escenicas
Relación fallos disciplinarios de la administración central del municipio Santiago de Cali,Departamento Administrativo de Control Disciplinario Interno,2018-10-28T18:47:14.945597,2021-05-21T21:27:00.982582,Organismos de Control,Español,Local,Anual,No aplica,No aplica,108,162,3,http://datos.cali.gov.co/dataset/relacion-fallos-disciplinarios-de-la-administracion-central-del-municipio-santiago-de-cali
Perimetro urbano Cali año 1980,Departamento Administrativo de Planeación Municipal,2020-12-30T21:29:44.363348,2021-05-11T15:17:55.932664,Ordenamiento Territorial,Español,Local,No aplica,https://www.cali.gov.co/planeacion/publicaciones/46691/servicios_wms_idesc/,No aplica,6,16,5,http://datos.cali.gov.co/dataset/perimetro-urbano-cali-ano-1980
Perimetro municipal Cali,Departamento Administrativo de Planeación Municipal,2020-12-14T22:36:12.555053,2021-05-11T15:16:59.344647,Ordenamiento Territorial,Español,Local,No aplica,No aplica,No aplica,7,22,1,http://datos.cali.gov.co/dataset/perimetro-municipal-cali
Red de Nivelación de Cali,Departamento Administrativo de Planeación Municipal,2020-12-31T03:02:29.348618,2021-05-11T15:16:17.899151,Ordenamiento Territorial,Español,Local,No aplica,https://www.cali.gov.co/planeacion/publicaciones/46691/servicios_wms_idesc/,No aplica,3,12,5,http://datos.cali.gov.co/dataset/red-de-nivelacion-de-cali
Parque automotor activo en Santiago de Cali,Secretaría de Movilidad,2018-10-31T14:24:48.557049,2021-05-03T21:22:39.797121,Organismos de Control,Español,Local,Anual,No aplica,No aplica,118,173,4.5,http://datos.cali.gov.co/dataset/parque-automotor-activo
"Mortalidad en Santiago de Cali, en evento de tránsito según mes.",Secretaría de Movilidad,2018-10-31T14:42:15.511854,2021-05-03T17:42:43.233033,Movilidad,Español,Local,Anual,No aplica,No aplica,57,78,3.5,http://datos.cali.gov.co/dataset/mortalidad-en-evento-de-transito-segun-mes
"Mortalidad en eventos de tránsito en Santiago de Cali, según día del hecho.",Secretaría de Movilidad,2018-10-31T14:45:26.425882,2021-05-03T17:06:09.791619,Movilidad,Español,Local,Anual,No aplica,No aplica,49,71,3,http://datos.cali.gov.co/dataset/mortalidad-en-eventos-de-transito-segun-dia-del-hecho
Beneficiarios programa Más Vitales en Cali año 2019,Secretaria del Deporte y la Recreación,2020-12-04T14:05:00.678179,2021-05-03T12:36:25.929222,Deporte y Recreación,Español,Municipal/Distrital,Anual,https://www.cali.gov.co/deportes/publicaciones/154134/mas-vitales/,No aplica,22,60,4,http://datos.cali.gov.co/dataset/beneficiarios-programa-mas-vitales-en-cali
Horarios y Puntos de atención de programa Deporvida en Cali,Secretaria del Deporte y la Recreación,2019-04-12T17:00:36.135545,2021-05-03T12:34:03.396737,Deporte y Recreación,Español,Local,Semestral,No aplica,No aplica,91,225,4,http://datos.cali.gov.co/dataset/horarios-y-puntos-de-atencion-programa-deporvida
Horarios y puntos de atención programa Vértigo año 2019,Secretaria del Deporte y la Recreación,2019-04-12T14:28:15.464780,2021-05-03T12:29:28.867534,Deporte y Recreación,Español,Local,Anual,No aplica,No aplica,97,246,4,http://datos.cali.gov.co/dataset/horarios-y-puntos-de-atencion-programa-vertigo
Horario y puntos de atención programa cuerpo y espíritu año 2019,Secretaria del Deporte y la Recreación,2018-12-13T15:53:10.650161,2021-05-03T12:17:31.041928,Deporte y Recreación,Español,Local,Anual,No aplica,No aplica,151,1184,5,http://datos.cali.gov.co/dataset/horario-y-puntos-de-atencion-programa-cuerpo-y-espiritu
Escenarios Deportivos de Santiago de Cali,Secretaria del Deporte y la Recreación,2018-10-31T19:55:20.047162,2021-05-03T12:11:04.216607,Deporte y Recreación,Español,Local,Anual,No aplica,No aplica,144,192,4.5,http://datos.cali.gov.co/dataset/escenarios-deportivos-de-santiago-de-cali
Horarios y puntos de atención programa Calintegra en Cali año 2019,Secretaria del Deporte y la Recreación,2019-08-01T00:19:17.271018,2021-05-03T12:08:13.192281,Deporte y Recreación,Español,Municipal/Distrital,Semestral,No aplica,No aplica,40,101,5,http://datos.cali.gov.co/dataset/horarios-y-puntos-de-atencion-programa-calintegra-en-cali
Horarios y puntos de atención programa deporte comunitario de Cali año 2019,Secretaria del Deporte y la Recreación,2019-08-01T00:07:46.342444,2021-05-03T12:00:47.247582,Deporte y Recreación,Español,Municipal/Distrital,Semestral,No aplica,No aplica,47,204,3,http://datos.cali.gov.co/dataset/horarios-y-puntos-de-atencion-programa-deporte-comunitario-de-cali
Horarios y puntos de atención programa Carreras y Caminatas en Cali año 2019,Secretaria del Deporte y la Recreación,2019-07-31T15:54:34.182970,2021-05-03T11:59:50.136826,Deporte y Recreación,Español,Municipal/Distrital,Semestral,No aplica,No aplica,61,231,5,http://datos.cali.gov.co/dataset/horarios-y-puntos-de-atencion-programa-carreras-y-caminatas-en-cali
Horarios y puntos de atención programa Deporte Asociado de Cali año 2019,Secretaria del Deporte y la Recreación,2019-07-31T22:37:23.190187,2021-05-03T11:58:39.233843,Deporte y Recreación,Español,Municipal/Distrital,Semestral,No aplica,No aplica,30,54,5,http://datos.cali.gov.co/dataset/horarios-y-puntos-de-atencion-programa-deporte-asociado-de-cali
Horarios y puntos de atención programa Canas y Ganas de Cali año 2019,Secretaria del Deporte y la Recreación,2019-07-31T23:15:08.216747,2021-05-03T11:54:25.790106,Deporte y Recreación,Español,Municipal/Distrital,Semestral,No aplica,No aplica,34,114,4.5,http://datos.cali.gov.co/dataset/horarios-y-puntos-de-atencion-programa-canas-y-ganas-de-cali
Casos de muertes por eventos de tránsito en Santiago de Cali,Secretaría de Movilidad,2018-10-31T14:51:38.908428,2021-04-30T17:32:18.725020,Movilidad,Español,Municipal/Distrital,Anual,No aplica,No aplica,91,126,5,http://datos.cali.gov.co/dataset/casos-de-muertes-por-eventos-de-transito
Establecimientos e instituciones que manejan residuos hospitalarios cumpliendo las normas sanitarias en la ciudad de Cali.,Secretaría de Salud Pública,2018-10-31T15:39:03.627726,2021-04-29T00:22:28.268741,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,17,50,5,http://datos.cali.gov.co/dataset/instituciones-manejan-residuos-hospitalarios-cumpliendo-normas-sanitarias-ciudad-cali
Establecimientos e instituciones de concentración masiva que cumplen con manejo sanitario de los residuos sólidos comunes en la ciudad de Cali.,Secretaría de Salud Pública,2018-10-31T15:35:54.964749,2021-04-29T00:13:59.524662,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,21,51,4,http://datos.cali.gov.co/dataset/concentracion-masiva-cumplen-manejo-sanitario-residuos-solidos-comunes-ciudad-de-cali
Establecimientos Públicos con instalaciones locativas cumpliendo las normas sanitarias en la ciudad de Cali.,Secretaría de Salud Pública,2019-03-26T15:32:06.726683,2021-04-29T00:10:50.138117,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,39,158,4.5,http://datos.cali.gov.co/dataset/establecimientos-publicos-con-instalaciones-locativas-cumpliendo-las-normas-sanitarias
Indices Entomológicos en Sumideros del Programa prevención y control Enfermedades Transmitidas por Vectores - ETV,Secretaría de Salud Pública,2018-10-31T16:21:19.635939,2021-04-28T23:20:27.778687,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,99,130,5,http://datos.cali.gov.co/dataset/indices-entomologicos-en-sumideros
Sistema de Vigilancia Centinela de hospitalizaciones en menores hasta 5 años del Grupo de Salud Ambiental,Secretaría de Salud Pública,2018-10-31T15:55:52.697237,2021-04-28T23:06:37.476681,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,67,167,3.5,http://datos.cali.gov.co/dataset/centinela-de-hospitalizaciones-menores-hasta-5-anos-grupo-salud-ambiental
Afiliados al régimen subsidiado género masculino por grupos de edad,Secretaría de Salud Pública,2019-05-27T21:32:29.383856,2021-04-28T14:59:34.614675,Salud y Protección Social,Español,Local,Anual,No aplica,No aplica,24,34,5,http://datos.cali.gov.co/dataset/afiliados-al-regimen-subsidiado-genero-masculino-por-grupos-de-edad
Parques de Territorios de Inclusión y Oportunidades intervenidos con recursos propios,Secretaría de Desarrollo Territorial y Participación Ciudadana,2019-09-05T20:50:57.076087,2021-04-27T12:39:57.749623,Inclusión Social y Reconciliación,Español,Local,No aplica,No aplica,No aplica,35,76,4.5,http://datos.cali.gov.co/dataset/parques-de-territorios-de-inclusion-y-oportunidades-intervenidos-con-recursos-propios
Censo arbóreo de Santiago de Cali,Departamento Administrativo de Gestión del Medio Ambiente,2019-03-29T22:57:37.610187,2021-04-26T17:16:20.695043,Agricultura y desarrollo Rural,Español,Local,No aplica,No aplica,No aplica,4268,3727,4.3299999,http://datos.cali.gov.co/dataset/censo-arboreo-de-santiago-de-cali
Mapa de ruido semana diurno de Santiago de Cali,Departamento Administrativo de Gestión del Medio Ambiente,2018-10-28T19:08:41.082466,2021-04-26T17:15:21.726112,Ambiente y Desarrollo Sostenible,Español,Local,Trienio,http://www.sisaire.gov.co:8080/faces/docsInfoRuido/29-3-2016-11-11-18-522-1-0DOCUMENTO_MAPA_DE_RUIDO_2015.pdf,http://www.minambiente.gov.co/images/AsuntosambientalesySectorialyUrbana/pdf/emisiones_atmosfericas_contaminantes/norma_ruido/Resolucion_627_de_2006_-_Norma_nacional_de_emision_de_ruido.pdf,100,158,5,http://datos.cali.gov.co/dataset/mapa-de-ruido-semana-diurno-de-santiago-de-cali-ano-2015
Individuos vegetales producidos por el vivero municipal para siembras en Santiago de Cali,Departamento Administrativo de Gestión del Medio Ambiente,2019-10-31T17:33:56.803846,2021-04-26T17:13:31.963577,Ambiente y Desarrollo Sostenible,Español,Local,Anual,No aplica,No aplica,47,73,4,http://datos.cali.gov.co/dataset/siembras_cali
